(0,154)
(1,135)
(2,118)
(3,131)
(4,147)
(5,157)
(6,169)
(7,177)
(8,187)
(9,190)
(10,192)
(11,196)
(12,196)
(13,194)
(14,190)
(15,185)
(16,177)
(17,167)
(18,156)
(19,167)
(20,176)
(21,184)
(22,191)
(23,193)
(24,195)
(25,197)
(26,193)
(27,191)
(28,187)
(29,179)
(30,172)
(31,159)
(32,145)
(33,130)
(34,118)
(35,136)
