(1,189)
(2,208)
(3,223)
(4,235)
(5,247)
(6,254)
(7,260)
(8,264)
(9,266)
(10,267)
(11,263)
(12,259)
(13,253)
(14,243)
(15,232)
(16,217)
(17,200)
(18,183)
(19,199)
(20,217)
(21,230)
(22,243)
(23,252)
(24,259)
(25,263)
(26,266)
(27,266)
(28,263)
(29,261)
(30,255)
(31,247)
(32,236)
(33,222)
(34,201)
(35,191)
