(0,160)
(1,150)
(2,132)
(3,116)
(4,118)
(5,134)
(6,147)
(7,157)
(8,168)
(9,176)
(10,181)
(11,186)
(12,187)
(13,187)
(14,186)
(15,182)
(16,176)
(17,166)
(18,154)
(19,165)
(20,174)
(21,181)
(22,185)
(23,186)
(24,185)
(25,185)
(26,181)
(27,175)
(28,169)
(29,159)
(30,148)
(31,134)
(32,119)
(33,115)
(34,132)
(35,147)
