(0,305)
(1,327)
(2,357)
(3,374)
(4,391)
(5,405)
(6,417)
(7,426)
(8,431)
(9,431)
(10,431)
(11,429)
(12,422)
(13,413)
(14,401)
(15,386)
(16,369)
(17,348)
(18,321)
(19,346)
(20,368)
(21,386)
(22,400)
(23,413)
(24,421)
(25,428)
(26,431)
(27,430)
(28,429)
(29,426)
(30,418)
(31,406)
(32,392)
(33,374)
(34,353)
(35,325)
