(1,241)
(2,249)
(3,257)
(4,262)
(5,265)
(6,265)
(7,265)
(8,262)
(9,255)
(10,246)
(11,235)
(12,223)
(13,210)
(14,195)
(15,185)
(16,201)
(17,214)
(18,226)
(19,237)
(20,246)
(21,253)
(22,257)
(23,259)
(24,260)
(25,259)
(26,255)
(27,250)
(28,242)
(29,233)
(30,222)
(31,207)
(32,193)
(33,186)
(34,203)
(35,220)
