(0,255)
(1,257)
(2,255)
(3,254)
(4,248)
(5,241)
(6,233)
(7,220)
(8,206)
(9,185)
(10,201)
(11,211)
(12,227)
(13,238)
(14,247)
(15,257)
(16,258)
(17,261)
(18,260)
(19,264)
(20,260)
(21,256)
(22,253)
(23,242)
(24,232)
(25,215)
(26,201)
(27,191)
(28,205)
(29,221)
(30,234)
(31,244)
(32,253)
(33,262)
(34,266)
(35,268)
