(1,252)
(2,242)
(3,232)
(4,221)
(5,206)
(6,188)
(7,195)
(8,211)
(9,224)
(10,235)
(11,245)
(12,251)
(13,256)
(14,258)
(15,262)
(16,260)
(17,257)
(18,252)
(19,249)
(20,241)
(21,228)
(22,219)
(23,203)
(24,191)
(25,195)
(26,211)
(27,225)
(28,238)
(29,249)
(30,257)
(31,264)
(32,265)
(33,268)
(34,268)
(35,266)
