(0,283)
(1,250)
(2,243)
(3,266)
(4,287)
(5,307)
(6,323)
(7,336)
(8,347)
(9,353)
(10,359)
(11,359)
(12,358)
(13,354)
(14,346)
(15,336)
(16,323)
(17,305)
(18,285)
(19,304)
(20,321)
(21,334)
(22,345)
(23,353)
(24,357)
(25,359)
(26,357)
(27,353)
(28,346)
(29,336)
(30,324)
(31,307)
(32,287)
(33,267)
(34,238)
(35,254)
